epoch,beta_const,beta_anneal,recon_const,recon_anneal,kl_const,kl_anneal
32,4.0,3.2,51.248276233673096,46.38262414932251,0.3207278698682785,1.3889210224151611
33,4.0,3.3,51.26596736907959,46.63748216629028,0.32210712507367134,1.340153992176056
34,4.0,3.4,51.04734706878662,46.48733425140381,0.3427894376218319,1.3210941851139069
35,4.0,3.5,51.049428939819336,46.45288276672363,0.35233690589666367,1.3102551251649857
36,4.0,3.6,50.92695140838623,46.741602420806885,0.36366822198033333,1.2145890593528748
37,4.0,3.7,50.7559118270874,46.74341678619385,0.3648921698331833,1.2066884636878967
38,4.0,3.8,50.70988607406616,46.65147304534912,0.4070294015109539,1.203491359949112
39,4.0,3.9,50.758859634399414,47.24880647659302,0.4153674952685833,1.1447075754404068
40,4.0,4.0,50.56753730773926,46.80448055267334,0.4292731061577797,1.16003055870533
41,4.0,4.0,50.334362506866455,47.346322536468506,0.44801566004753113,1.1018990725278854
42,4.0,4.0,50.630205154418945,47.19009256362915,0.4428658150136471,1.1567310243844986
43,4.0,4.0,50.344165325164795,47.130367279052734,0.49623648077249527,1.1536017954349518
44,4.0,4.0,49.82509088516235,46.78420305252075,0.4970990791916847,1.1004381328821182
45,4.0,4.0,50.22303485870361,46.91785907745361,0.46423160284757614,1.0898021012544632
46,4.0,4.0,49.91899251937866,46.61094045639038,0.5709164962172508,1.1676023453474045
47,4.0,4.0,49.81742811203003,46.6452956199646,0.5329077169299126,1.1375847458839417
48,4.0,4.0,49.66030931472778,46.71228504180908,0.5644160732626915,1.1574799865484238
49,4.0,4.0,49.91599655151367,46.737189292907715,0.5707339271903038,1.1489264965057373
50,4.0,4.0,49.60059881210327,46.24592971801758,0.6038944944739342,1.2058577686548233
51,4.0,4.0,49.303250312805176,46.62526798248291,0.5988200753927231,1.1534730792045593
52,4.0,4.0,49.46376657485962,46.408977031707764,0.6314917728304863,1.1849624812602997
53,4.0,4.0,49.12908315658569,46.2049560546875,0.6722959354519844,1.222792148590088
54,4.0,4.0,49.45691156387329,46.538217067718506,0.6158988773822784,1.1683541536331177
55,4.0,4.0,49.35326385498047,46.29079580307007,0.6631542071700096,1.2398601770401
56,4.0,4.0,48.94939947128296,45.76384735107422,0.710142508149147,1.2383398860692978
57,4.0,4.0,48.93297052383423,46.388484477996826,0.7028419226408005,1.1480706930160522
58,4.0,4.0,48.75786352157593,46.16846179962158,0.6923350319266319,1.1981716603040695
59,4.0,4.0,48.851497650146484,45.936479568481445,0.705965630710125,1.289891079068184
60,4.0,4.0,48.35837936401367,46.03681468963623,0.7572885155677795,1.2410884499549866
61,4.0,4.0,48.77613639831543,46.20879507064819,0.7697266489267349,1.237932100892067
62,4.0,4.0,48.69038438796997,45.983970642089844,0.7832710444927216,1.291270449757576
63,4.0,4.0,48.67675065994263,45.785303592681885,0.776004321873188,1.271305724978447
64,4.0,4.0,48.521374225616455,46.14176654815674,0.8157369866967201,1.2559096962213516
65,4.0,4.0,48.041738986968994,45.9360466003418,0.8220071122050285,1.3159942626953125
66,4.0,4.0,48.49302911758423,45.37082481384277,0.7913666516542435,1.3047831058502197
67,4.0,4.0,48.233126163482666,45.720097064971924,0.8276249021291733,1.263842523097992
68,4.0,4.0,47.97298526763916,45.72270584106445,0.8678934723138809,1.2766921818256378
69,4.0,4.0,48.15133619308472,45.97451210021973,0.8600454330444336,1.3097902685403824
70,4.0,4.0,47.79388236999512,45.17374563217163,0.8677432015538216,1.3636028915643692
71,4.0,4.0,48.22014141082764,45.685041427612305,0.8646834343671799,1.2998304814100266
72,4.0,4.0,47.584957122802734,45.31325817108154,0.915275402367115,1.404146209359169
73,4.0,4.0,47.721232414245605,45.420146465301514,0.9128891229629517,1.2798148542642593
74,4.0,4.0,47.637478828430176,45.31807231903076,0.8913789838552475,1.2480424642562866
75,4.0,4.0,47.6727991104126,45.61472940444946,0.9176076278090477,1.338823989033699
76,4.0,4.0,47.76921558380127,45.46604776382446,0.9586223661899567,1.3803804218769073
77,4.0,4.0,47.61533880233765,45.15998697280884,0.9820197746157646,1.3671932369470596
78,4.0,4.0,47.564223289489746,45.371811389923096,0.9741458594799042,1.3137677013874054
79,4.0,4.0,47.39368438720703,45.2184476852417,0.9461323171854019,1.3897147625684738
80,4.0,4.0,47.5065131187439,44.90162181854248,0.9359909892082214,1.3903340548276901
81,4.0,4.0,47.53070878982544,45.27382135391235,0.9864561706781387,1.3763869255781174
82,4.0,4.0,47.2890248298645,45.221611976623535,1.0011968463659286,1.3993220031261444
83,4.0,4.0,47.48468780517578,44.8037633895874,0.9827715530991554,1.4165783524513245
84,4.0,4.0,47.11037302017212,44.959131717681885,1.0465130656957626,1.3657388240098953
85,4.0,4.0,47.29860067367554,45.049821853637695,1.0171968340873718,1.4052526354789734
86,4.0,4.0,47.29254770278931,44.76223611831665,1.0231140479445457,1.472867876291275
87,4.0,4.0,47.071669578552246,44.60586929321289,1.0712260380387306,1.4751350730657578
88,4.0,4.0,47.46856212615967,44.792067527770996,1.0084405988454819,1.3972223699092865
89,4.0,4.0,47.10642385482788,44.58072853088379,1.0762257799506187,1.4584493339061737
90,4.0,4.0,47.21661138534546,44.29389047622681,1.0821423381567001,1.439322590827942
91,4.0,4.0,46.9136905670166,44.765347957611084,1.092853233218193,1.4432786107063293
92,4.0,4.0,47.051085472106934,44.35848093032837,1.0997243747115135,1.5405688732862473
93,4.0,4.0,46.832555294036865,44.51014518737793,1.1008530855178833,1.4592811316251755
94,4.0,4.0,47.02273082733154,44.947155475616455,1.1028963774442673,1.420232206583023
95,4.0,4.0,46.82341766357422,44.191940784454346,1.1206770688295364,1.5381831377744675
96,4.0,4.0,47.05574560165405,44.57834815979004,1.0913531854748726,1.4495159536600113
97,4.0,4.0,46.71590757369995,44.059476375579834,1.1412374377250671,1.5302000492811203
98,4.0,4.0,46.658634185791016,44.361610889434814,1.1119706183671951,1.473029151558876
99,4.0,4.0,46.56689691543579,44.19082260131836,1.100676953792572,1.5441615581512451
100,4.0,4.0,46.81948137283325,44.080049991607666,1.0822131931781769,1.5378088355064392
101,4.0,4.0,46.36380863189697,44.37003469467163,1.1834369450807571,1.4555564224720001
102,4.0,4.0,46.10527276992798,43.98333406448364,1.129090279340744,1.4832316488027573
103,4.0,4.0,46.77691888809204,44.30034065246582,1.069278471171856,1.5074129849672318
104,4.0,4.0,46.061583042144775,43.63581609725952,1.201005682349205,1.5921102464199066
105,4.0,4.0,46.35842227935791,43.88558864593506,1.1944559887051582,1.4461748600006104
106,4.0,4.0,46.467209815979004,44.1697039604187,1.1761881560087204,1.498366802930832
107,4.0,4.0,46.535314083099365,43.81210660934448,1.1627247035503387,1.615190103650093
108,4.0,4.0,46.36755180358887,43.756749629974365,1.1773143410682678,1.5535653978586197
109,4.0,4.0,46.35483980178833,44.0226354598999,1.2094776183366776,1.60688017308712
110,4.0,4.0,45.93050956726074,43.6201229095459,1.1925625205039978,1.6149876415729523
111,4.0,4.0,46.52014923095703,44.281983852386475,1.1582742780447006,1.5729325711727142
112,4.0,4.0,46.21806287765503,43.316370487213135,1.2180520743131638,1.6388259530067444
113,4.0,4.0,46.01284694671631,43.59221696853638,1.2113577872514725,1.5206856280565262
114,4.0,4.0,45.86306285858154,43.7372145652771,1.1975406110286713,1.517649069428444
115,4.0,4.0,45.93367290496826,43.58185863494873,1.1605725586414337,1.555326670408249
116,4.0,4.0,45.76043081283569,43.651700496673584,1.2643614709377289,1.6701278388500214
117,4.0,4.0,46.51828193664551,43.64953327178955,1.2277573496103287,1.5856879204511642
118,4.0,4.0,46.10525560379028,43.47470474243164,1.2477610856294632,1.5994995832443237
119,4.0,4.0,45.95478343963623,43.419963359832764,1.22345831990242,1.6310947388410568
120,4.0,4.0,45.831871509552,43.529780864715576,1.2080613821744919,1.599658265709877
121,4.0,4.0,45.987422466278076,43.59858560562134,1.2481567114591599,1.5801574885845184
122,4.0,4.0,45.6011700630188,43.366034507751465,1.2935268133878708,1.7023495882749557
123,4.0,4.0,45.99274778366089,43.56943655014038,1.2418132424354553,1.6215644478797913
124,4.0,4.0,45.838571071624756,43.40315866470337,1.2790944576263428,1.6551888138055801
125,4.0,4.0,45.81308078765869,43.62414073944092,1.264537587761879,1.616554155945778
126,4.0,4.0,45.6402850151062,42.82638740539551,1.259196549654007,1.6993750780820847
127,4.0,4.0,45.44690656661987,43.410428524017334,1.3054081201553345,1.6299867033958435
128,4.0,4.0,46.00735569000244,43.70968723297119,1.248605415225029,1.6584895998239517
129,4.0,4.0,45.2103476524353,43.05007743835449,1.2750499248504639,1.6899349391460419
130,4.0,4.0,45.6260781288147,43.245206356048584,1.270821675658226,1.631899654865265
131,4.0,4.0,45.18195629119873,42.91801738739014,1.306155264377594,1.710890755057335
132,4.0,4.0,45.60408115386963,43.3542742729187,1.2626403123140335,1.6123585850000381
133,4.0,4.0,45.91930866241455,43.31332731246948,1.2866801768541336,1.6680193096399307
134,4.0,4.0,45.31338596343994,42.86216926574707,1.3977345079183578,1.670512542128563
135,4.0,4.0,45.32706880569458,43.08321762084961,1.3287532478570938,1.6724007576704025
136,4.0,4.0,45.23317337036133,42.89950180053711,1.3264636099338531,1.749662160873413
137,4.0,4.0,45.451233863830566,43.234429359436035,1.3393784761428833,1.696988731622696
138,4.0,4.0,45.15860557556152,43.17272663116455,1.3343413323163986,1.6764531284570694
139,4.0,4.0,45.36503458023071,42.6013617515564,1.4220222532749176,1.766201600432396
140,4.0,4.0,45.06730031967163,43.15163326263428,1.4167242795228958,1.7297370433807373
141,4.0,4.0,45.46244525909424,42.77647113800049,1.3337865471839905,1.7365819960832596
142,4.0,4.0,45.11057138442993,43.027184009552,1.3923548012971878,1.7095402479171753
143,4.0,4.0,44.85036849975586,42.25996780395508,1.4092077314853668,1.814285933971405
144,4.0,4.0,45.1889271736145,43.052937030792236,1.3511854708194733,1.6570261120796204
145,4.0,4.0,44.568156242370605,42.46346998214722,1.4261185228824615,1.779685154557228
146,4.0,4.0,45.02085494995117,42.98781442642212,1.4552985727787018,1.694937214255333
147,4.0,4.0,44.63350439071655,42.55119037628174,1.4315087646245956,1.7320319712162018
148,4.0,4.0,44.909565925598145,42.70306396484375,1.4058895856142044,1.7198273092508316
149,4.0,4.0,44.37778854370117,42.749401569366455,1.491657793521881,1.7559872716665268
