label,ae_z1,ae_z2,vae_mu1,vae_mu2,vae_logvar1,vae_logvar2
0,-7.6579647,-10.452958,-2.4417922,1.5830821,-4.615327,-5.151402
9,10.717379,-2.6255682,0.5393007,-0.61103684,-3.7787335,-3.7912045
7,11.940831,0.4878206,0.7799485,-0.27807674,-3.6242745,-3.7472353
9,16.497797,-4.6701627,1.0358192,-0.34914938,-3.7984486,-4.094151
8,1.8418247,-6.7319922,-0.31545866,-0.7458435,-3.4463515,-3.8378477
8,3.7018156,-11.223777,-0.45922956,-0.8125613,-3.2545211,-3.7196164
8,0.032948118,-5.3581185,-0.65752745,-0.0050519854,-3.8940465,-4.152471
0,2.2537944,-12.585335,0.25325382,2.768582,-3.1668668,-2.376348
9,11.812077,-7.216153,0.86917245,-0.50822264,-3.4625652,-3.8426046
3,3.725416,-2.5057924,0.4434275,-1.2224065,-3.592958,-3.702561
6,1.6262131,-5.1568336,0.58717465,0.906268,-3.5321393,-2.980486
1,3.4196975,-2.8899329,0.7375809,-2.2317045,-2.7475634,-2.6435475
8,5.7384295,-12.491509,0.19576034,-0.65996826,-3.090542,-3.463842
4,10.844204,-2.676666,0.7095047,0.40975246,-3.7825487,-4.5676727
5,6.1656322,-1.4027753,0.7843393,-0.9323124,-2.433939,-2.1406085
4,9.176725,-2.8847547,0.86978406,-0.6451669,-2.8656266,-2.9780555
4,12.943308,-2.4969027,1.1160444,-0.039817095,-3.4321184,-4.0137396
7,8.607068,-8.545985,1.7552701,-1.3414496,-2.2913647,-2.3581362
8,8.8744545,-18.002913,1.88054,0.92758304,-3.0543563,-3.1145258
5,3.6783679,-4.975077,0.54888624,-1.8370206,-1.9695584,-2.009287
8,3.985096,-7.2020535,-0.49246633,-1.6554067,-2.3625927,-2.6631036
3,2.1996737,-10.468422,-0.9916847,-1.0943956,-3.5047507,-3.7825627
6,-2.702242,-3.3511074,-0.8567385,0.96430093,-3.2923436,-3.4528027
3,0.2209152,-8.183304,-1.370907,-0.26970604,-3.968356,-4.5730996
6,1.1138865,-6.4224997,0.67860407,1.8008441,-3.7530463,-3.08186
3,0.2092781,-3.3744476,-0.20319106,-0.34084335,-2.9625587,-3.1347456
2,1.8759918,-8.504949,-0.5088197,0.8829257,-2.7312543,-2.7451901
2,4.527081,-10.777256,-2.2291644,-1.3033755,-2.880669,-3.7319527
7,15.001345,-15.586128,3.439752,-1.0019045,-2.4862556,-3.214952
4,6.8851957,2.7315006,0.034876518,0.1984927,-4.7378716,-5.0500383
6,4.8885384,-1.4811112,0.07919258,0.8191065,-3.2119741,-3.0024486
8,1.2278775,-6.8396997,-0.6192544,-0.7755734,-3.0484827,-3.3509588
4,4.1959496,-4.5082936,1.0892106,0.38748097,-2.7305162,-2.7724705
7,9.800772,-6.5409393,1.5568432,-0.4867731,-2.7654486,-2.9613729
7,15.200299,-10.572535,2.0931194,-0.7050709,-3.733309,-3.8490582
5,4.8048882,-1.1777736,0.63566864,0.37592033,-3.1784792,-2.8691888
6,-1.7563909,-4.772836,-0.30287114,0.9521689,-3.544538,-3.3635721
3,4.576555,-12.790912,-0.94395053,-1.2124525,-2.7089102,-3.314158
6,-1.513693,-1.096721,-0.19056968,0.79241097,-4.187375,-4.4198484
0,-4.889629,-7.140846,-1.9604706,1.2200707,-3.313818,-3.6026607
2,2.2870882,-5.960075,-0.03733631,0.079036474,-2.4233851,-2.3696012
5,7.000629,-4.557698,0.16284709,-0.88605213,-3.38781,-3.605298
9,9.110035,-3.0722153,1.1133316,0.27440628,-2.779994,-2.908299
8,7.383815,-12.744526,-0.76087666,-1.8739253,-2.2210484,-2.8587437
8,1.7972561,-6.0426,-0.3019469,-1.0087042,-3.144384,-3.5715775
7,14.173721,0.72663444,0.83140236,-0.37499946,-3.705711,-3.9988418
8,-0.481378,-2.957818,-1.1626456,-0.05996158,-3.1207535,-3.6748176
4,6.9676843,-0.40111822,0.6176589,0.13827501,-3.9542296,-4.474778
6,2.6205518,-8.313616,0.8882694,1.1895413,-2.7748952,-2.240734
4,10.794325,-0.9059218,0.69772536,-0.1498931,-3.8553414,-3.802402
2,3.3145852,-8.962351,0.38368586,1.025248,-3.6386998,-3.5486245
2,0.6773051,-3.3212454,0.06272729,0.9159634,-3.8580055,-3.5291371
8,5.241628,-11.833505,0.4961463,-0.793944,-2.8164737,-3.088347
3,4.0526953,-9.378263,0.03937829,-0.98171926,-3.489554,-3.8444405
3,0.18983829,-5.5218177,-1.2927612,-0.3483915,-3.691366,-4.3179045
7,12.653802,-12.785476,2.6093535,-0.87336415,-2.8226166,-3.2764902
3,4.019507,-10.2744055,0.20764384,-0.914914,-2.5953372,-3.033804
2,1.3513193,-4.758289,0.019897249,0.9986499,-3.8191333,-3.5524015
1,5.5291495,-8.539136,-1.7445385,-2.7720442,-2.504315,-2.6322112
6,3.868243,-9.886351,1.0876824,2.049787,-4.389372,-3.853716
1,3.9574175,-2.706766,1.0088576,-2.1103954,-2.9949768,-2.7563043
5,-0.33801797,-10.199393,-0.22051018,1.4295051,-3.6079514,-3.3102422
2,0.64443505,-3.3064368,0.26435098,0.9012629,-3.6246524,-3.6901622
1,5.052374,-4.2740865,0.77153194,-1.965629,-3.5995178,-3.4419022
0,-7.114963,-6.451987,-2.1820955,1.8159926,-3.394974,-3.4907289
7,6.3075695,-1.7863098,0.9082285,-1.0294998,-3.0453522,-3.0123014
3,2.967599,-14.089757,-0.5262015,-0.79149973,-3.3569953,-3.60954
5,3.5594532,-5.5626845,-0.09515725,-1.9753634,-2.4998243,-2.8542104
6,-1.1536399,-7.0756526,0.2645578,1.4887805,-3.007022,-2.7086158
1,4.7310863,-5.609438,0.85671824,-2.0037098,-3.4558654,-3.3979359
8,3.065987,-12.259232,-0.29738802,-0.69305044,-3.0365057,-3.3028035
1,4.484048,-6.8549933,-1.514285,-2.6768486,-2.1990633,-2.30518
2,2.014665,-5.109591,0.29602045,0.7677739,-2.78513,-2.159283
5,2.3514278,-10.002529,0.45894372,-0.13075441,-2.7120886,-2.6055984
8,3.6596193,-9.031343,0.023444463,-0.9280021,-2.4698968,-2.9577765
0,-3.115316,-3.0145373,-0.85401744,1.1077238,-2.9938505,-3.1482077
5,0.45299965,-9.529913,-0.4301395,-0.39181075,-4.0744724,-4.2707176
6,1.3388778,-4.5477505,0.48489442,0.44214895,-2.4747376,-2.186211
0,1.5664533,-8.197096,0.30541664,1.0157746,-3.2950249,-2.7621827
2,-2.4185772,-4.390724,-0.18447939,1.604216,-3.6922994,-3.7676783
0,-2.5842202,-7.226856,-0.54425347,1.9169298,-3.3863914,-2.74854
0,-3.603274,-7.407672,-1.4753368,1.0743936,-4.2143354,-4.0811157
6,2.3012805,-8.435943,0.7890609,1.5933352,-3.7263267,-3.1816854
1,4.122655,-4.141091,0.6940266,-2.3746169,-2.7980218,-2.6440349
1,3.4631732,-4.6218567,-0.59779054,-2.810793,-2.3908176,-2.253893
1,3.117482,-1.7119585,0.8527759,-1.7200772,-3.2651858,-3.108943
4,13.078817,-6.7177353,1.5558196,0.14988066,-3.3639896,-4.076642
2,0.5764129,-4.53272,-0.0304779,0.9802836,-3.2706,-2.969225
2,2.4801748,-8.222966,-0.5117845,0.022616478,-2.88773,-3.0329509
8,5.950481,-10.726968,1.0789876,-0.10641465,-2.2500293,-2.2011714
3,1.1812488,-8.226567,-1.062351,-0.85042,-4.0854745,-4.515797
8,4.813785,-9.732801,0.3265576,-0.90167034,-3.1379943,-3.1843486
0,2.9837723,-14.405422,0.45104134,2.758937,-3.3368232,-2.6430106
6,1.9296699,-6.156609,0.7819467,1.7455846,-3.8247771,-3.5822291
3,2.0838976,-8.168698,-0.47394365,-0.5745386,-3.4375556,-3.9780812
5,2.9777994,-7.9907866,0.85596627,0.90037763,-3.1352131,-2.608347
6,1.3381172,-4.9269166,0.31434882,1.0096061,-3.5433552,-3.3496556
4,12.040997,-4.5882564,1.1611048,-0.2056823,-3.8437784,-4.5702047
6,5.503613,-10.002068,-0.66663724,-1.7881212,-2.5022206,-2.72514
3,0.89781415,-9.152951,-0.97726524,-0.6001488,-3.9871633,-4.3233705
2,-0.9467494,-1.1624572,0.25812244,1.1094829,-4.1894383,-4.6391363
9,15.322826,-8.875732,1.558377,-0.17080368,-2.9796257,-3.3684826
4,5.2710013,-0.6000276,0.30823392,-0.31543747,-3.0006626,-2.8950868
8,3.1223707,-8.553697,0.037156012,-1.177957,-3.2678182,-3.226735
1,3.1971977,-3.5247438,0.52385,-2.4311516,-2.595589,-2.361774
1,4.0082774,-2.6834755,0.90918887,-1.8403873,-2.8725705,-2.706346
2,5.161354,-12.58117,0.0824769,1.5891025,-2.760653,-2.6565733
4,8.573877,-3.2355373,1.1103296,0.19936855,-3.0367851,-2.9015393
8,7.904946,-12.047359,1.2409042,-1.1413447,-2.492497,-2.6650763
4,12.435797,-3.9961472,1.0279018,-0.055086806,-3.1818936,-3.9296608
2,1.0866704,-4.5965376,-0.17815626,0.9158318,-3.7529085,-3.6501527
9,6.340612,0.8654032,0.19879419,-0.26998588,-4.0971265,-4.145489
1,5.1775074,-9.836989,1.1518023,-0.9776544,-2.5780995,-2.5519848
4,6.299701,-0.32720694,0.36874068,0.07995083,-3.6251566,-3.3655095
9,8.527953,-11.554989,1.966027,0.7535044,-2.4985065,-2.5357647
7,11.821589,-4.470771,1.2369897,-0.69774705,-3.7816901,-3.942441
2,-2.9929109,-2.6156776,-0.20812102,1.3366104,-3.910705,-4.173223
7,11.895853,-3.725687,1.1644852,-0.5052342,-3.6407368,-3.9316592
0,-5.8265114,-4.42689,-1.861415,1.559113,-3.1023574,-3.4661956
9,10.184763,-5.9876266,1.0799289,-1.0573457,-3.3791747,-3.4204116
8,5.079283,-7.8103623,0.18139414,-1.5673741,-1.637955,-2.0212026
1,4.992021,-7.6761265,-1.279734,-2.6724923,-2.3798375,-2.3514814
6,-2.3178346,-5.9817348,-0.36370483,1.5067493,-3.5216262,-3.2473679
2,0.8444862,-3.0660594,0.16899464,0.7910277,-3.8505487,-3.688335
7,8.862476,-9.218809,2.1017578,-1.2760619,-2.2545028,-2.3512225
8,4.001441,-6.2439914,-0.6628805,-2.2889009,-2.0237308,-2.1434388
2,2.127299,-6.719311,-0.116972074,0.93318975,-3.3249152,-3.2375708
4,8.726425,-5.573827,1.228805,0.59212714,-3.2245836,-3.1458197
7,14.891472,0.37925836,1.000942,-0.4402758,-3.577014,-3.7198086
2,-1.659488,-4.971881,0.039881334,1.2797965,-3.2133148,-3.4818802
3,2.2177773,-12.264196,-0.5252242,-0.74628985,-3.8735933,-4.271755
5,-0.382753,-7.7538714,-0.38045323,-0.12810668,-3.436833,-3.5509043
9,11.687489,-1.2028501,0.5033003,-0.19261368,-3.492267,-4.188399
5,0.44507003,-3.7172074,-0.42223698,-0.38491258,-3.809263,-4.0721555
7,11.285156,-14.533262,3.2730117,-0.31666836,-2.0899408,-2.3122644
9,16.393724,-11.572011,1.8972157,0.0692407,-4.2807875,-4.7189145
2,2.126535,-4.514282,0.47143027,0.630283,-2.8340454,-2.7884412
7,13.988739,-13.264193,2.8983514,-1.13853,-2.690336,-3.0616093
1,4.189732,-4.7274094,0.07069768,-2.5682304,-2.6552682,-2.290988
5,2.1012397,-6.7581367,0.23360066,-1.3833355,-3.2718492,-3.720996
7,11.057107,-11.105484,2.5783107,-0.97674847,-2.6983285,-3.1040711
3,3.2356431,-14.342727,-0.5884686,-0.69299316,-3.9465246,-4.4289236
0,-6.3268394,-4.2324862,-2.0504408,1.4434825,-3.0525656,-3.4663162
5,0.043747395,-6.4045243,-0.5651599,0.100178994,-3.6401227,-3.50289
5,3.3243754,-4.978373,0.2083115,-2.1404817,-2.1189673,-2.1274679
2,5.5755653,-14.094645,-2.1913009,-1.002665,-3.0894487,-3.8169723
8,1.794118,-8.48013,-0.15981025,-0.4232297,-3.6882465,-3.8514657
4,6.6503735,-1.7741367,0.75373524,0.71665114,-3.1849296,-2.9683466
9,4.338996,-0.15024462,-0.13092992,-0.08489937,-3.7666051,-3.7660847
8,6.847081,-9.254357,0.55726177,-0.47546664,-3.1423485,-3.381322
4,7.35179,-1.6466022,1.0870312,0.2508105,-3.1950715,-3.6555052
9,10.100616,-3.5787876,0.922747,-0.60268635,-2.8896432,-2.73166
2,4.49519,-8.271061,-2.689842,-1.2787607,-2.3035216,-3.3716035
8,6.574619,-12.517438,1.1440513,0.24604684,-2.031531,-2.3497891
4,13.694207,-7.1702785,1.3314929,0.22689813,-3.477274,-4.054138
4,11.307678,-1.8351264,0.80548114,-0.19515301,-4.0362144,-4.129997
1,3.5476873,-2.2460847,0.94163436,-1.8301181,-2.5424488,-2.4725008
5,-0.5325301,-7.6354194,-0.8002719,0.030529922,-3.7978356,-3.618085
6,1.2327539,-4.527521,0.62902826,1.2078927,-3.4686306,-3.1088443
1,4.9482336,-6.232437,0.7516477,-2.2631617,-2.936048,-2.8099718
9,11.678461,-7.302816,1.312997,-0.59612894,-2.7085724,-2.8759975
9,12.205961,-3.783624,1.1324586,0.053831093,-2.973319,-3.2377505
2,1.2565625,-6.00402,-0.4661911,0.30518463,-3.5907114,-3.649086
0,0.7743426,-12.937631,-0.03717279,2.2583582,-4.0272484,-3.0527687
0,-2.5846696,-9.576557,-1.0181843,1.7411097,-3.6509738,-2.9015913
4,2.588484,-6.9448366,0.70243233,0.8104757,-3.2581806,-2.9280305
2,5.3694487,-10.988455,-1.8467953,-1.4826934,-2.3488393,-3.1681633
9,7.274192,1.4365971,0.3814174,0.15978004,-3.6423557,-4.1164403
0,-3.7797484,-6.061406,-1.1368917,2.4703066,-3.1332564,-2.4891582
1,3.6072464,-4.722399,-0.080245376,-2.6372693,-2.3714683,-2.132165
7,7.180872,-5.091201,1.2058849,-1.1353636,-2.878804,-2.843162
1,5.0195026,-7.39227,-1.7571168,-2.1085496,-2.165047,-2.7122765
9,13.493786,-8.74608,1.7620531,-0.15486188,-2.6614125,-2.9295712
2,-0.9361344,-1.944194,0.19809723,0.84477156,-3.15532,-2.7876492
3,0.212427,-7.7665052,-1.4802027,-0.39453954,-3.9809277,-4.3828506
8,6.6402717,-14.255032,1.3401872,0.66689277,-2.663954,-2.4201908
4,11.185092,-12.962851,2.7962995,-0.49736166,-2.2364893,-2.63061
1,3.3524225,-2.4213018,0.93521637,-1.6152332,-2.9837232,-2.8659606
2,0.58687365,-3.183719,0.21074528,0.817132,-3.8020403,-3.687069
7,12.207536,-13.741261,3.3130682,-0.21557763,-2.5114715,-2.8370104
9,8.558991,-0.51183623,0.39450544,-0.06347039,-4.191776,-4.1434765
7,10.121857,-10.657156,2.2426846,-1.0174167,-2.5612009,-2.8700337
8,5.9422355,-10.082838,1.4714848,0.79553187,-2.481381,-2.5752015
9,12.498009,0.37306958,0.48980087,-0.10538549,-3.774947,-4.0736575
5,0.89558494,-9.085637,-0.4818681,1.2680049,-3.188918,-2.8094301
0,-3.831714,-5.0380073,-1.2586216,2.1500769,-3.244905,-2.6884274
3,1.731457,-8.390923,-0.79074657,-0.9665196,-3.1636562,-3.664672
3,0.278152,-8.981485,-0.33366835,1.4667135,-4.3410797,-3.7482457
2,6.1848383,-13.551315,1.0428349,1.3128916,-2.527659,-2.541698
1,3.0153208,-2.2058003,0.8251424,-2.0084352,-2.7208195,-2.49548
5,2.9862113,-10.851409,1.092057,0.70973974,-3.1879835,-3.0677829
5,1.5043385,-4.926918,0.56002563,0.14802456,-3.2658832,-3.0046873
6,-2.7586815,-1.3247992,-0.9304381,0.74476266,-2.8405318,-3.1346736
8,9.569949,-18.073952,2.8352873,1.3709024,-2.715387,-2.9043865
3,-0.4868951,-4.8927655,-1.3258232,-0.09284561,-3.2060173,-3.5907817
3,0.16333243,-8.511673,-1.6450874,-0.3679324,-2.69341,-3.0448747
2,3.4621096,-8.353149,0.6214783,1.1455903,-3.0785406,-2.7854905
3,2.5655766,-10.687713,-1.0346045,-0.99656945,-4.0310864,-4.6791196
8,3.8489335,-9.473031,-0.35090232,-0.99964595,-3.256941,-3.6460505
7,12.764053,-15.751528,3.3024015,-0.6557151,-2.302842,-2.8607206
9,13.447635,-9.2538805,1.7196299,0.089919105,-2.4900334,-2.7706285
1,2.3966408,-3.547711,-0.8254512,-2.3110673,-1.780817,-1.8113153
