idx,label,parity,prob_0,prob_2,prob_4,prob_6,prob_8,prob_misc,top1_class_idx
45,8,even,7.0037287e-09,9.127274e-08,6.2224853e-10,1.784839e-08,0.9999999,4.6378315e-10,4
46,6,even,0.00031316534,0.045461778,0.02636935,0.91396606,0.013403109,0.00048660827,3
47,5,odd,0.49915558,0.49309024,4.0947063e-07,6.3015034e-07,0.0076538897,9.925956e-05,0
48,2,even,3.3860698e-10,1.0,8.590047e-15,1.7096819e-17,1.5507616e-10,1.1385885e-11,1
49,2,even,1.7059439e-15,1.0,6.1731794e-21,1.4341566e-22,3.9214402e-15,1.2800927e-16,1
50,1,odd,0.00059455127,0.0037374904,7.3539944e-05,0.00011016021,0.9953324,0.00015182709,4
51,8,even,0.00045899572,6.4844926e-06,0.0014539529,3.5387504e-05,0.99803776,7.532408e-06,4
52,5,odd,0.00036199167,4.485001e-06,0.00010732841,0.054522738,0.9449893,1.4049575e-05,4
53,6,even,4.6724e-08,8.83754e-10,2.6718068e-08,0.9999995,4.110205e-07,2.3399963e-10,3
54,2,even,6.5408945e-09,1.0,5.506015e-11,2.101294e-12,1.4574714e-08,1.8483288e-09,1
55,6,even,9.073549e-06,2.1252156e-06,8.994065e-08,0.9999881,5.4798943e-07,5.2962097e-08,3
56,5,odd,0.015443961,0.00049900566,0.7274331,0.009823302,0.2439584,0.002842227,2
57,9,odd,0.0012663644,9.8614815e-05,0.99820197,3.994887e-06,0.00040284527,2.6153037e-05,2
58,9,odd,4.0494306e-05,0.008161494,0.6060728,4.7441812e-08,0.38478038,0.00094482943,2
59,8,even,1.0446553e-06,4.34525e-07,1.509641e-08,1.2405098e-05,0.99998593,6.3262554e-08,4
60,7,odd,0.32653975,0.55956805,0.04617782,2.3820232e-06,0.064290114,0.0034218493,1
61,4,even,6.7283913e-06,4.090411e-05,0.999948,1.362797e-06,9.3872734e-07,2.005026e-06,2
62,6,even,1.9106078e-10,1.6469269e-11,1.6621701e-10,1.0,1.3919536e-10,4.727792e-13,3
63,0,even,1.0,8.2729917e-13,1.8766703e-12,5.3160205e-11,1.2439268e-15,8.2698445e-11,0
64,9,odd,5.7477696e-06,1.9621608e-05,0.9986614,8.8839025e-09,0.0012848399,2.8428181e-05,2
65,3,odd,0.023851546,0.006908716,0.0022693328,0.0069758156,0.9584008,0.0015937875,4
66,8,even,5.4251964e-10,9.692699e-09,1.3987535e-10,1.6326773e-11,1.0,5.6553352e-11,4
67,8,even,9.723147e-05,6.9110305e-05,8.213351e-06,8.623984e-06,0.99980897,7.858685e-06,4
68,4,even,1.6068609e-09,1.7355709e-11,1.0,8.506773e-09,2.6564087e-10,1.3081607e-10,2
69,4,even,7.0631936e-06,0.0002759589,0.99970394,8.876888e-06,7.9867306e-07,3.3862243e-06,2
70,6,even,1.0134431e-11,1.4881794e-13,1.6628326e-10,1.0,1.6781702e-15,2.6655542e-14,3
71,5,odd,0.0007749004,1.2633614e-05,0.0009914993,4.164479e-06,0.9982053,1.1560575e-05,4
72,3,odd,0.9928925,0.0007538706,0.00019838435,0.0031190214,0.0025477465,0.00048847834,0
73,0,even,1.0,4.913208e-10,9.26463e-11,3.1901493e-09,3.0302396e-13,2.9742553e-09,0
74,4,even,1.6018774e-06,2.3559894e-09,0.9999975,9.3347796e-07,1.8166124e-10,1.6582444e-08,2
75,4,even,1.331192e-09,5.9249916e-10,1.0,6.686833e-12,1.9299282e-10,6.2011124e-10,2
76,4,even,2.4141289e-06,1.7139248e-05,0.9999758,2.3608902e-06,1.0037486e-06,1.252921e-06,2
77,6,even,9.607517e-09,1.7913693e-09,3.5913066e-09,1.0,7.880251e-11,5.837337e-11,3
78,0,even,1.0,1.8198951e-09,5.178773e-10,9.195787e-09,4.4735908e-12,5.8892137e-08,0
79,3,odd,1.2766348e-09,1.0,3.3495147e-17,2.351909e-17,3.458338e-10,2.305289e-13,1
80,1,odd,0.0009519483,0.016132632,0.0012795359,0.00014332261,0.9810323,0.00046028706,4
81,9,odd,1.0542349e-05,8.586675e-06,0.99965906,1.3296145e-07,0.00031059573,1.1071194e-05,2
82,5,odd,9.606057e-06,1.5030018e-07,3.313503e-05,2.1142112e-06,0.99995327,1.7213973e-06,4
83,4,even,4.4498353e-08,5.44877e-07,0.9999989,5.294942e-07,5.5711013e-08,3.4749412e-08,2
84,4,even,2.0902494e-08,1.7562128e-08,0.9999999,8.925727e-08,6.3811165e-09,2.4104865e-09,2
85,8,even,3.3656954e-05,1.5368338e-06,1.2665647e-05,6.4811864e-08,0.9999521,2.384218e-08,4
86,0,even,1.0,2.3061457e-10,3.8845316e-11,2.1989004e-09,4.0184907e-13,7.257928e-10,0
87,4,even,1.8326064e-08,4.1685098e-08,0.9999999,2.9361127e-09,3.2830636e-09,7.56924e-09,2
88,5,odd,0.09900886,1.3528178e-05,0.00058543705,0.0001239911,0.9000361,0.0002320266,4
89,2,even,2.1153091e-11,1.0,4.519371e-16,4.679367e-16,1.491483e-11,2.514584e-12,1
90,7,odd,0.27775487,0.4938886,0.20788726,1.8883752e-07,0.019015912,0.0014531934,1
91,7,odd,0.006753505,0.94888294,0.03987348,5.7718586e-07,0.0027544363,0.0017350804,1
92,7,odd,0.99980587,0.00015692879,2.5970618e-05,1.896903e-08,2.0622724e-06,9.180707e-06,0
93,9,odd,2.0603777e-05,3.0121204e-05,0.9999466,4.208602e-10,2.4864241e-06,1.7715415e-07,2
94,5,odd,1.5474288e-06,1.717959e-07,5.399351e-05,3.1400724e-08,0.99994373,4.5460453e-07,4
95,2,even,4.1901134e-07,0.999995,3.1108733e-08,9.776123e-10,4.0047007e-06,5.118528e-07,1
96,7,odd,0.99998426,5.833581e-08,1.5546875e-05,7.918446e-10,1.1927018e-08,2.2829201e-07,0
97,9,odd,3.3415125e-07,4.06035e-06,0.99999475,2.365016e-08,7.3548654e-07,1.3421185e-07,2
98,1,odd,0.00078325305,0.4965321,5.7087873e-05,0.00022018922,0.5015342,0.00087313546,4
99,2,even,1.7517625e-09,1.0,1.8972888e-09,1.7637563e-11,9.685456e-09,6.2175185e-09,1
100,5,odd,8.5703155e-05,2.825062e-06,1.6101848e-06,0.0012822628,0.99862504,2.6280295e-06,4
101,0,even,0.9998863,2.5943763e-09,1.9146892e-05,6.1643453e-07,1.7773022e-08,9.398079e-05,0
102,2,even,2.0767132e-09,1.0,1.3467237e-10,1.897807e-12,1.2663135e-09,9.81099e-10,1
103,4,even,1.10937375e-08,7.4408725e-08,0.9999999,1.4471349e-10,1.2239013e-11,9.580506e-09,2
104,7,odd,2.3911563e-05,0.00033608812,0.00063678244,7.010343e-10,0.9989956,7.5828966e-06,4
105,3,odd,0.99829215,0.00045207117,5.675297e-09,3.1297748e-06,0.0012518773,7.832523e-07,0
106,4,even,6.7023926e-08,1.7622915e-08,0.99999714,8.723209e-09,2.6891732e-06,1.6586611e-08,2
107,3,odd,0.4077801,0.3058292,8.335619e-05,5.3706266e-05,0.2771509,0.0091027655,0
108,5,odd,1.1657885e-05,1.9887939e-06,6.561237e-07,2.1196143e-09,0.9999856,6.326977e-08,4
109,1,odd,7.347593e-05,0.00077447976,0.0021402077,0.0009914552,0.9959913,2.9067152e-05,4
110,3,odd,0.00012808239,0.0007518185,0.00018049942,6.7205233e-06,0.9989215,1.1414324e-05,4
111,8,even,4.5901657e-11,1.04663306e-10,2.2798726e-07,5.9605523e-16,0.99999976,1.3773584e-11,4
112,8,even,2.853773e-09,4.0407215e-07,1.02813306e-10,8.468022e-11,0.99999964,1.3993666e-10,4
113,7,odd,0.009257514,0.9226521,0.0056134723,7.573307e-08,0.06219325,0.00028350708,1
114,0,even,0.96649665,6.569098e-08,9.6122574e-05,0.033370208,5.5470296e-06,3.1434934e-05,0
115,7,odd,0.0021630798,0.00050093717,0.9968484,2.7814664e-07,0.00039649446,9.07336e-05,2
116,2,even,0.0076419837,0.9910328,1.072201e-09,2.1035604e-09,0.0013216946,3.5682162e-06,1
117,2,even,6.420183e-13,1.0,7.2166975e-17,3.689401e-18,3.947331e-14,1.2130261e-13,1
118,6,even,9.092054e-12,5.4822245e-12,1.1280593e-11,1.0,2.4168152e-14,4.2037398e-14,3
119,5,odd,2.2900826e-05,2.0976966e-08,8.222909e-06,1.4815106e-10,0.99996865,2.1532959e-07,4
120,6,even,3.7826172e-07,2.2984035e-05,6.3952648e-09,0.9999219,5.4686683e-05,1.9136847e-08,3
121,9,odd,0.0012876608,0.0018355816,0.010502248,0.00040926205,0.98502535,0.0009398729,4
122,8,even,6.942904e-06,0.03225785,0.001512166,1.891001e-05,0.9661841,2.0039002e-05,4
123,4,even,1.2960079e-07,9.433196e-09,0.99999964,5.063905e-09,1.9167095e-07,8.3842195e-09,2
124,3,odd,0.98904324,0.00027489825,0.000182444,0.0005002616,0.009873987,0.00012509689,0
125,6,even,1.7299476e-09,7.265896e-09,3.6199618e-10,1.0,1.2820954e-10,2.187094e-11,3
126,9,odd,0.0002048794,4.9189533e-05,0.00017111264,6.5356676e-07,0.9995602,1.3988394e-05,4
127,1,odd,0.00070397946,0.053629264,1.7704795e-05,8.955615e-06,0.945507,0.00013315359,4
128,2,even,5.727087e-11,1.0,2.041201e-09,4.2934353e-10,4.9918275e-10,1.02621e-09,1
129,4,even,1.3892382e-09,3.836271e-09,1.0,1.2279286e-10,6.5338207e-10,3.882541e-10,2
130,2,even,1.5283938e-06,0.99999833,1.058778e-08,6.041112e-11,4.1931494e-09,1.2939685e-07,1
131,6,even,9.036943e-06,1.1985799e-06,2.885916e-06,0.9999862,5.3523814e-07,2.75068e-07,3
132,7,odd,0.19456969,0.20924334,0.27685302,5.243221e-07,0.30755162,0.011781841,4
133,7,odd,0.020618329,0.9710622,0.005415072,1.132664e-06,0.0014231917,0.0014801268,1
134,1,odd,0.0007762315,0.96969235,0.012158248,9.374137e-06,0.014380136,0.0029836427,1
135,8,even,0.49591884,0.013327199,5.0475455e-07,1.2650729e-06,0.4907406,1.1582856e-05,0
136,1,odd,0.00029187775,0.0037897716,0.0001625874,4.9794155e-05,0.99553716,0.00016883182,4
137,8,even,0.082419105,0.00956356,0.0035765085,0.3084168,0.59188443,0.004139584,4
138,8,even,6.747572e-07,9.219526e-06,1.2019714e-05,2.4048263e-09,0.99997795,8.9678e-08,4
139,8,even,3.7621042e-10,1.43653205e-08,1.937026e-11,8.6756e-12,1.0,1.4813897e-11,4
140,8,even,0.0073763207,6.096841e-07,7.206863e-07,1.7439097e-05,0.99260473,1.3852413e-07,4
141,1,odd,0.00018379171,0.036562245,0.0016825313,0.0023302208,0.9589578,0.00028343018,4
142,0,even,0.99999905,4.2839739e-07,1.1532479e-07,1.605366e-07,6.8655477e-09,2.2674358e-07,0
143,3,odd,0.0010023874,5.6019104e-05,0.0010848785,0.9934715,0.0043682843,1.6969147e-05,3
144,9,odd,0.000116692965,0.0062508387,0.98641765,1.4680325e-07,0.007198453,1.63415e-05,2
145,8,even,7.7172295e-09,9.701902e-07,3.6045646e-11,4.4081365e-09,0.99999905,1.3379542e-09,4
146,4,even,2.6202946e-08,2.9529016e-07,0.99999964,7.2570296e-09,1.1276944e-09,1.1763964e-08,2
147,9,odd,0.050546505,0.0003460039,0.17760783,1.3926281e-05,0.7714275,5.8245558e-05,4
148,3,odd,0.008131148,0.0005619758,0.00029941218,2.9184033e-05,0.9907505,0.0002277747,4
149,7,odd,0.00028363644,0.9954175,0.0005188452,1.5200087e-08,0.003550331,0.00022987416,1
150,4,even,1.4352313e-06,5.7253915e-06,0.9999924,5.79958e-08,9.5755794e-08,3.1547577e-07,2
151,6,even,3.7670893e-09,2.7868038e-10,4.2496115e-10,1.0,5.3821165e-09,7.718682e-12,3
152,1,odd,0.0007112462,0.007367386,0.017481362,0.0043071867,0.96974677,0.00038610975,4
153,0,even,0.99992585,6.509089e-06,5.362453e-06,5.7886796e-06,5.4624714e-05,1.739377e-06,0
154,6,even,7.501977e-08,2.740414e-07,8.704334e-09,0.99999964,8.638458e-09,1.019689e-09,3
155,0,even,1.0,1.8897262e-09,3.497175e-10,3.9955173e-09,5.444365e-13,2.883942e-08,0
156,0,even,1.0,2.1526732e-11,1.987912e-10,9.872322e-09,1.8626723e-13,1.2473471e-09,0
157,6,even,2.5197489e-09,2.538157e-08,3.9460218e-10,1.0,1.4644587e-10,3.4776976e-11,3
158,3,odd,5.964193e-08,0.0001368169,1.5746995e-05,2.3782011e-11,0.9998472,1.9135463e-07,4
159,2,even,9.3809696e-08,0.99999976,2.2663893e-14,5.0663103e-13,1.387771e-07,3.969354e-10,1
160,5,odd,0.0005003599,1.931107e-05,0.00037429848,0.05264798,0.94641775,4.026692e-05,4
161,7,odd,0.00043289384,0.8670879,0.1303823,1.2364332e-10,0.0015689115,0.0005281054,1
162,4,even,1.330428e-09,5.931083e-11,1.0,6.308625e-10,1.2267259e-09,3.408854e-10,2
163,1,odd,0.0030381505,0.0184742,0.00020213965,3.189884e-06,0.97793317,0.0003491874,4
164,6,even,7.7506215e-08,3.9821701e-10,5.3115382e-08,0.9999999,2.703289e-10,3.4535189e-10,3
165,6,even,6.4562125e-09,1.3885846e-08,1.7773552e-08,1.0,1.157673e-11,1.5617384e-10,3
166,1,odd,6.1713545e-05,0.0036397835,0.0001276664,0.00010492742,0.9960019,6.401472e-05,4
167,7,odd,0.0029214865,2.4886262e-07,0.9970439,1.9576194e-09,3.4211953e-05,1.4441463e-07,2
168,0,even,1.0,4.899549e-20,4.1247185e-19,4.3631514e-14,2.4539645e-23,4.3704456e-15,0
169,2,even,1.3782765e-10,1.0,5.406313e-10,2.4607837e-12,3.5349574e-11,3.8424783e-10,1
170,6,even,0.0004963608,1.0717891e-06,6.0199436e-05,0.999413,2.1287902e-05,8.015859e-06,3
171,2,even,1.378672e-16,1.0,4.8326502e-20,1.0814088e-18,1.878551e-15,8.2790716e-16,1
172,5,odd,0.0065008355,2.5988676e-05,0.0062276926,5.605746e-06,0.98718274,5.7244193e-05,4
173,1,odd,9.128766e-05,0.00043143515,1.2695939e-05,2.7485762e-06,0.99944574,1.6122929e-05,4
174,7,odd,7.457382e-05,0.98795587,0.00032608744,4.407034e-08,0.011169284,0.00047410777,1
175,1,odd,0.00015528481,0.06385321,5.3351363e-05,4.660626e-06,0.93577,0.00016348419,4
176,4,even,5.8611867e-08,9.344327e-08,0.9999999,7.5508805e-10,2.0688474e-11,6.263113e-10,2
177,6,even,2.035257e-05,0.0008032681,4.2848665e-06,0.9990239,0.00014362692,4.4761655e-06,3
178,8,even,5.265568e-05,0.063684575,5.22477e-07,2.1039936e-07,0.9362502,1.1777307e-05,4
179,5,odd,1.6047709e-06,9.603023e-06,8.267036e-07,6.554487e-07,0.9999864,9.4429714e-07,4
180,6,even,1.4289502e-10,1.2943893e-12,1.2234935e-10,1.0,1.1865248e-14,1.2647805e-13,3
181,6,even,0.00013089062,2.5443413e-05,2.1450629e-05,0.99950254,0.00031325902,6.4746228e-06,3
182,4,even,4.323284e-09,1.1639473e-08,1.0,4.7187565e-09,2.4365456e-11,5.85478e-10,2
183,0,even,1.0,2.0574796e-14,4.4099902e-13,1.1074679e-10,1.00770424e-16,1.4305692e-11,0
184,4,even,0.00020693592,0.00033563687,0.99923027,0.00011438577,6.872135e-05,4.40248e-05,2
185,8,even,4.8722774e-07,5.9812754e-07,1.493034e-08,6.2663685e-07,0.99999833,2.8805893e-08,4
186,7,odd,0.002675236,0.7276014,0.0010587056,5.6422145e-08,0.26806402,0.00060052815,1
187,4,even,1.1611625e-07,2.7331032e-07,0.9999987,6.803517e-10,8.1578355e-07,7.1491385e-08,2
188,6,even,8.860296e-06,8.241205e-06,2.7464043e-06,0.99997497,4.564388e-06,6.1005807e-07,3
189,3,odd,0.00038385013,0.99709964,0.0011718457,4.2826267e-07,0.0011562714,0.00018789974,1
190,3,odd,0.48367295,0.005713227,0.43869635,0.00031985293,0.06377299,0.007824626,0
191,1,odd,2.447059e-05,0.00014566553,2.2598585e-06,0.001225135,0.9985967,5.705102e-06,4
192,0,even,0.9999989,4.4840768e-08,1.0761354e-08,9.4990816e-07,1.2143259e-07,2.1019572e-08,0
193,5,odd,6.905938e-05,3.6630525e-05,3.548569e-05,4.46698e-05,0.99980134,1.288976e-05,4
194,9,odd,0.00016390125,1.5174232e-05,0.9995988,5.068331e-06,0.0002134597,3.5763971e-06,2
195,6,even,2.1303724e-07,2.7584056e-07,8.145542e-09,0.99999845,1.0694316e-06,2.3624718e-09,3
196,7,odd,2.7490347e-05,0.036190473,6.0792914e-05,1.2042851e-10,0.96371686,4.3954406e-06,4
197,2,even,0.009665185,0.00941303,0.98010844,0.00012147796,0.00051339756,0.00017843423,2
198,5,odd,0.014206141,0.00010259853,0.6699073,0.011556754,0.30277142,0.001455714,2
199,9,odd,1.6291669e-07,9.737741e-08,0.99771464,9.2709196e-10,0.002285018,1.2512466e-07,2
200,8,even,8.195693e-07,7.748683e-06,2.1581401e-07,2.2089e-05,0.999969,1.5527758e-07,4
201,5,odd,8.449428e-09,5.1347297e-07,2.6659855e-10,8.004931e-13,0.9999995,1.8070988e-10,4
202,7,odd,0.9167606,0.07734872,0.0014516219,1.5002006e-06,0.0038923863,0.00054515357,0
203,2,even,6.2933045e-09,1.0,1.7307025e-10,1.0113528e-09,5.6733076e-09,7.4494184e-09,1
204,1,odd,0.0024800424,0.018611716,3.394785e-05,0.0007133315,0.97773325,0.0004277394,4
205,9,odd,0.00023164369,5.587387e-06,0.9997106,2.3769016e-07,4.874826e-05,3.0586527e-06,2
206,6,even,1.7415689e-06,3.0075043e-07,2.2225638e-07,0.999997,7.5498326e-07,2.9020542e-08,3
207,0,even,1.0,3.0815277e-11,6.8676917e-12,2.3548061e-08,6.621837e-12,4.942289e-10,0
208,1,odd,0.0001586861,1.5385704e-05,0.99969816,2.744271e-07,0.00010344985,2.4098927e-05,2
209,9,odd,5.2343043e-05,0.00025574522,0.07692722,4.9977157e-06,0.92273104,2.8631119e-05,4
210,4,even,1.465279e-07,1.0558056e-07,0.99999964,1.9126364e-08,6.057237e-08,4.1006427e-08,2
211,7,odd,1.5603996e-08,0.99999976,2.5888476e-09,9.98817e-14,2.230841e-07,3.3477413e-08,1
212,2,even,4.5100587e-10,1.0,4.825588e-15,5.224183e-13,5.4936633e-09,1.0912343e-10,1
213,3,odd,0.43444493,0.0002206093,0.05964742,0.00065889105,0.5039743,0.0010539121,4
214,7,odd,6.717933e-05,6.5319705e-06,0.9997749,1.658359e-08,0.00013720735,1.4257329e-05,2
215,2,even,6.199914e-15,1.0,1.677214e-18,2.8122758e-20,1.1819034e-14,3.092367e-15,1
216,2,even,2.7849606e-17,1.0,2.257328e-16,9.722127e-19,2.932294e-18,6.67563e-16,1
217,2,even,1.2712701e-12,1.0,3.151075e-14,5.8932016e-16,6.5248187e-13,1.3365175e-12,1
218,3,odd,5.1281295e-06,0.99448806,1.086198e-08,3.7215606e-10,0.0055006803,6.1729515e-06,1
219,1,odd,2.2116483e-07,0.9999994,7.610259e-10,9.323862e-09,2.2568247e-07,1.5150911e-07,1
220,2,even,3.1563314e-11,1.0,5.3190752e-14,4.1376012e-08,1.0338563e-09,1.3658119e-10,1
221,9,odd,0.000103625986,8.899446e-05,0.9994816,4.1506837e-08,0.00023922685,8.648248e-05,2
222,4,even,4.1618414e-06,0.00032836522,0.9994758,3.383942e-05,0.0001450172,1.2898963e-05,2
223,1,odd,0.00459754,0.0043280767,0.00021941993,0.0062860674,0.9838012,0.0007677185,4
224,4,even,1.8926418e-08,3.00294e-08,1.0,1.1228334e-09,2.0888258e-09,3.2522318e-09,2
225,6,even,4.2785057e-11,1.8175846e-13,1.305806e-12,1.0,3.5370392e-12,2.0400241e-14,3
226,8,even,1.5245631e-05,2.012288e-06,1.4077232e-06,8.740406e-06,0.99997187,7.403804e-07,4
227,4,even,1.3369811e-05,1.844816e-05,0.9999304,9.4175226e-07,3.0806084e-05,6.0389084e-06,2
228,5,odd,0.16597311,0.09934177,0.0008915671,0.00044170802,0.73166,0.0016918099,4
229,2,even,9.747811e-06,0.055927034,0.94406134,9.962405e-07,5.9543686e-09,9.1474055e-07,2
230,5,odd,0.1377299,0.00016530025,0.028328728,0.8305235,0.0012606138,0.0019918692,3
231,0,even,0.99525553,2.5870646e-05,0.00358468,0.0010508375,4.3028664e-05,3.994844e-05,0
232,7,odd,0.08337273,0.022971507,0.78540945,0.0019892019,0.0021541982,0.10410295,2
233,9,odd,0.0002169521,0.001412163,0.991516,1.4472709e-05,0.006761812,7.8598525e-05,2
234,1,odd,5.870858e-05,4.6677644e-05,1.1290664e-06,8.477278e-07,0.9998903,2.2218826e-06,4
235,3,odd,0.036210597,0.96377724,7.4338317e-07,8.5719485e-08,1.08138664e-07,1.1215844e-05,1
236,3,odd,0.00024487998,0.021318875,5.0356746e-05,8.545262e-07,0.9783086,7.6355565e-05,4
237,4,even,4.511912e-08,8.036177e-08,0.9999999,1.0028222e-09,3.9153525e-09,2.2056839e-09,2
238,2,even,0.00014744018,0.9998437,1.571081e-10,1.4154995e-08,8.337725e-06,4.4485785e-07,1
239,0,even,1.0,1.01073104e-14,6.286154e-13,5.4078417e-09,8.376946e-17,3.88032e-10,0
240,4,even,6.841607e-08,1.1825159e-07,0.99999964,6.8390236e-08,5.5917155e-08,1.9400456e-08,2
241,2,even,1.9048919e-06,0.99992085,1.9421114e-07,3.0945404e-08,7.2444825e-05,4.5217953e-06,1
242,0,even,0.99992466,1.1715193e-11,1.3106352e-09,7.5342345e-05,2.0321952e-12,1.5089698e-08,0
243,5,odd,0.0002807259,1.434178e-06,5.261522e-08,0.98343533,0.016282193,2.799237e-07,3
244,3,odd,0.46913958,0.49839494,1.7146695e-05,0.010185229,0.021110091,0.0011529864,1
245,5,odd,1.6599146e-05,8.423555e-05,2.3344031e-09,3.1419004e-05,0.9998661,1.5672554e-06,4
246,1,odd,0.00046167916,0.0037660804,0.0009706079,0.0010584145,0.99359643,0.00014671523,4
247,9,odd,0.9999962,8.1090565e-11,2.6390241e-08,2.7808596e-06,5.977931e-15,1.1072093e-06,0
248,0,even,0.9999995,1.08971925e-07,5.9326958e-08,1.7327737e-07,3.325374e-10,2.2007623e-07,0
249,0,even,1.0,3.8552223e-14,1.9067055e-10,1.64229e-08,3.9390668e-17,8.9564667e-10,0
250,7,odd,0.050080802,0.00087285676,0.94883174,4.8055764e-08,5.5860004e-05,0.00015870856,2
251,7,odd,0.028338332,0.32214892,0.11719318,1.7763627e-07,0.52340883,0.008910564,4
252,6,even,2.5701523e-09,2.1791267e-09,2.0205588e-09,1.0,1.3359427e-10,3.2051375e-11,3
253,8,even,3.0074873e-06,8.061909e-07,4.0364304e-07,3.4730412e-08,0.9999957,4.2168086e-08,4
254,8,even,1.9825709e-08,4.5728708e-08,8.895093e-10,7.999429e-08,0.9999999,8.2116286e-10,4
