idx,label,parity,a00_c0,a00_c2,a00_c4,a00_c6,a00_c8,a01_c0,a01_c2,a01_c4,a01_c6,a01_c8,a02_c0,a02_c2,a02_c4,a02_c6,a02_c8,a03_c0,a03_c2,a03_c4,a03_c6,a03_c8,a04_c0,a04_c2,a04_c4,a04_c6,a04_c8,a05_c0,a05_c2,a05_c4,a05_c6,a05_c8,a06_c0,a06_c2,a06_c4,a06_c6,a06_c8,a07_c0,a07_c2,a07_c4,a07_c6,a07_c8
28,1,odd,0.0008301371,0.13343412,0.8496025,0.00020882914,0.015924439,0.0005143695,0.021057487,0.0010166705,0.00010248128,0.97730905,0.00031918887,0.4716548,0.40796334,4.4702072e-05,0.12001793,0.010847555,0.01490392,9.206125e-06,0.3250266,0.64921266,0.0004352798,0.0075083403,1.2644961e-05,0.00053152815,0.99151224,0.00016365196,0.041000128,0.9573103,2.0823081e-05,0.0015051458,0.002073654,0.488881,0.14727652,0.3576652,0.0041037137,0.0068002255,0.0055229245,4.1812287e-05,0.58661014,0.40102494
29,4,even,0.00014043224,0.00028867164,0.9942291,0.0050529623,0.0002889942,0.00091708335,0.84425646,0.14541064,0.0006364118,0.008779527,6.561806e-05,0.8998896,0.002348969,0.09762712,6.864042e-05,4.506488e-06,3.1166628e-06,0.9307962,2.3818302e-05,0.069172285,1.986022e-05,3.0500943e-05,0.078055866,6.492831e-06,0.9218873,0.0018088806,0.010424102,0.17475812,0.80248195,0.010526859,8.664048e-07,2.604865e-07,0.9997009,9.401979e-06,0.00028864358,6.62985e-06,4.901697e-07,0.8983358,1.4741544e-05,0.10164228
30,3,odd,0.00015366037,0.07413766,0.023437023,1.3552042e-07,0.90227157,1.0912349e-08,1.725321e-08,0.99998045,5.282577e-09,1.9553185e-05,5.4244738e-05,0.005864041,0.00077890075,1.8619723e-07,0.9933027,0.00063577364,7.553647e-05,1.752321e-05,0.00046895284,0.9988022,6.865435e-06,2.2633692e-06,7.2489174e-06,5.37235e-07,0.9999831,0.00020721073,0.6586831,0.013256579,5.860384e-08,0.327853,0.06503637,0.92782885,0.00025953792,1.0313464e-05,0.006864934,0.07643363,0.91153216,5.1925465e-08,0.006767413,0.0052667987
31,3,odd,7.5278393e-07,0.96139324,0.03860223,1.47306585e-08,3.6736271e-06,2.5907477e-06,1.9120866e-05,0.9999738,6.1219515e-07,3.9373485e-06,0.00010019182,0.022150619,0.9756336,7.8096167e-07,0.0021148166,0.018442404,0.00021010001,0.9056288,0.00025992925,0.0754587,0.008113267,0.00070778496,0.5864916,1.2919953e-05,0.40467438,1.018348e-07,0.9824655,0.017533993,1.7499234e-09,3.1206685e-07,0.27140388,0.38166377,0.030592069,4.165733e-05,0.31629857,0.15463845,0.19447123,7.521329e-05,0.005634777,0.64518034
32,9,odd,0.035452962,0.0011823403,0.9554064,0.0034249919,0.0045333197,3.4241264e-05,9.406888e-06,0.9993266,3.934044e-05,0.00059049204,0.28999606,0.0048563937,0.6889517,0.0050962926,0.011099546,0.0042738575,0.0893045,0.012206222,0.00013972171,0.8940757,0.011442995,0.01048107,0.5045423,0.00053300016,0.47300062,0.19206123,0.004547342,0.77790266,0.01469314,0.010795695,0.2449491,0.732982,0.020108473,4.4525998e-05,0.0019159099,0.0035774503,0.99243635,0.00031578596,9.4250645e-06,0.003660862
33,5,odd,8.998143e-08,9.3338934e-07,9.65063e-09,1.6774031e-08,0.9999989,3.3941063e-07,8.89894e-06,1.3053774e-07,1.4444154e-11,0.9999906,2.8962094e-10,4.108588e-09,6.8107087e-13,6.618955e-13,1.0,9.37972e-07,0.0036186846,1.5111168e-11,2.3375907e-07,0.99638015,1.1565425e-08,3.8663648e-06,2.2013515e-12,8.391587e-11,0.99999607,8.725295e-08,6.7264875e-07,6.005876e-09,5.872841e-09,0.9999993,1.3883415e-05,0.00010891155,2.7009142e-09,0.97934216,0.020535015,5.6813875e-05,0.0013066531,6.030685e-08,0.62447554,0.37416095
34,4,even,7.940611e-06,2.7069655e-07,0.9998926,9.240846e-05,6.7862925e-06,1.2780705e-05,3.2023998e-08,0.99997175,1.5014036e-05,4.494305e-07,0.0431447,0.00026205793,0.08059273,0.7977969,0.07820362,6.055647e-08,1.07156794e-07,0.99999845,4.24653e-08,1.4715937e-06,3.3505418e-07,1.06259e-07,0.99998677,3.0452195e-08,1.2737517e-05,7.597966e-05,3.0846156e-06,0.9976278,0.0021061008,0.00018710032,5.926176e-06,4.589441e-06,0.99569064,7.4043796e-06,0.004291488,8.966653e-06,4.586985e-05,0.9764305,1.30517155e-05,0.02350164
35,7,odd,0.9999589,2.0146516e-07,3.7277674e-05,7.973574e-07,2.707221e-06,0.00012349432,1.2734135e-05,0.9998634,1.7673108e-07,2.7146262e-07,0.99982053,3.474624e-05,5.653771e-05,8.689705e-05,1.3205788e-06,1.718632e-05,0.9999329,3.208755e-05,5.8430416e-10,1.7886205e-05,0.16943291,0.7685128,0.0620004,1.5780249e-07,5.379372e-05,0.99998534,1.5011905e-07,9.873049e-06,2.5735524e-06,2.0842435e-06,0.99993193,6.335915e-05,5.818586e-08,3.362169e-07,4.3353075e-06,1.1629897e-06,0.9999943,5.137161e-09,1.3787465e-11,4.5004176e-06
36,1,odd,0.0068379454,0.02438598,0.0632501,0.029825613,0.87570035,0.00054867106,0.00031070816,0.00059016194,0.002638245,0.9959122,0.01284869,0.12118344,0.028368304,0.0056298682,0.8319697,0.0008768295,0.009131708,0.0025388314,0.010741563,0.9767111,0.0006081071,0.0009880682,0.0008169048,0.0026936943,0.9948932,0.013773616,0.054701325,0.05291388,0.03491303,0.84369814,0.0020253037,0.98583835,0.001322772,0.0011934851,0.009620059,0.0044342545,0.19991401,0.0024785048,0.5444003,0.24877298
37,7,odd,0.0120613575,0.00092735345,0.9861827,3.284206e-05,0.0007958071,8.956083e-06,5.2454212e-05,0.9975425,1.5845248e-05,0.0023803792,0.025050439,0.007344907,0.9533714,4.270039e-05,0.014190514,0.0001703694,0.8671481,0.011857568,3.2696778e-06,0.12082059,0.0008130052,0.13145892,0.78814954,6.782583e-06,0.07957178,0.0793421,0.0016146472,0.9171547,9.970499e-05,0.0017887681,0.07915242,0.9139508,0.0020805798,1.1305508e-06,0.004815114,1.8741923e-05,0.99995494,9.526629e-06,4.6630646e-09,1.6780246e-05
38,2,even,8.5302945e-06,0.9999913,2.6092297e-09,6.7015447e-09,1.4463905e-07,7.9224527e-10,1.0,3.9091123e-14,3.7395702e-13,1.4057348e-09,2.134145e-05,0.99997675,2.8678034e-08,2.5843457e-07,1.6883128e-06,2.805834e-10,1.0,6.42444e-11,1.6338635e-08,4.5699593e-08,9.114289e-09,0.9999995,3.8532505e-10,4.2045825e-09,4.5722567e-07,9.2518e-05,0.99990714,9.770683e-09,4.6567116e-08,3.442698e-07,9.474026e-08,0.9981363,1.0822381e-07,0.0018611688,2.3004964e-06,1.2033665e-07,0.9712823,0.00036674025,0.028348885,1.9722756e-06
39,3,odd,0.00071050983,0.19993797,3.8206304e-07,2.2499398e-08,0.7993511,2.182472e-05,0.00088390213,1.1810203e-05,6.3289565e-09,0.99908245,0.00078855257,0.38106087,9.87411e-08,8.922493e-09,0.6181504,0.20257337,0.79100794,3.786347e-08,0.00081878214,0.0055999192,0.019005185,0.8931165,4.112466e-08,1.1528651e-05,0.087866895,0.00012977212,0.88237596,1.6636632e-08,1.4738611e-09,0.11749426,0.9990608,0.0008826645,1.2860313e-11,5.6302688e-05,2.7632248e-07,0.29064748,0.072203726,1.3954673e-07,0.63714623,2.411732e-06
40,7,odd,0.00025843972,1.2879883e-07,0.99973005,1.275948e-06,9.978321e-06,1.0476284e-09,8.46878e-12,1.0,4.929739e-10,7.1809443e-09,0.1742791,9.784692e-06,0.82260376,0.0016949892,0.0014123779,0.0003126869,0.70951307,0.00035419382,8.935274e-09,0.28982,0.0017764625,0.0011557782,0.9340838,6.81199e-08,0.06298389,0.004418179,1.3355632e-06,0.99530834,5.560229e-05,0.00021654175,0.99899155,0.0009791952,9.033775e-06,4.8138085e-09,2.0248086e-05,5.525973e-05,0.99981374,5.699221e-09,6.8931254e-13,0.00013094411
41,5,odd,8.5719e-07,3.9496246e-07,2.1764855e-07,1.6122814e-07,0.99999833,0.00296053,0.0014754856,1.8803861e-05,6.5605e-09,0.99554515,2.9006574e-07,1.4112858e-07,8.524371e-10,1.7286958e-10,0.9999995,1.0632028e-05,0.0024890706,2.2440068e-08,2.4818615e-05,0.99747545,5.3537195e-07,3.5413627e-06,1.5316166e-09,5.899789e-09,0.99999595,2.2212195e-07,1.5906498e-07,1.8624169e-08,2.0255792e-08,0.9999995,6.5009533e-07,4.1018404e-07,3.8839382e-10,0.9783205,0.021678435,3.312921e-06,7.444833e-05,1.1620367e-06,0.95399946,0.045921627
42,5,odd,5.4351014e-05,1.0217601e-05,0.0019409554,0.00029967184,0.9976948,0.00130803,0.0002804039,0.67177236,1.8586828e-06,0.3266374,3.1534924e-07,3.1334935e-07,2.7339926e-08,1.3911623e-09,0.9999993,3.228502e-06,0.00026048967,6.9143354e-08,7.541221e-06,0.9997286,3.3940003e-06,2.0719594e-05,6.0330785e-07,3.2125108e-06,0.9999721,0.00011733524,1.138948e-05,0.0033103535,0.00039522132,0.99616575,0.00070234784,0.0003684757,9.397152e-06,0.40504557,0.5938742,3.2351025e-05,0.0013505782,2.1173912e-07,0.010113155,0.98850375
43,3,odd,7.3232586e-06,0.9912382,3.5297158e-11,2.9523117e-11,0.008754531,3.9958103e-09,9.205158e-07,9.385026e-12,2.595785e-11,0.99999905,1.9770981e-07,0.99999976,5.108805e-16,7.599682e-15,4.2889287e-08,5.3839995e-06,0.9999925,1.7448872e-12,3.863936e-08,2.1383905e-06,3.0829349e-06,0.99999344,8.948172e-15,1.1785371e-10,3.411509e-06,7.377807e-07,0.99995625,7.5775324e-13,1.8698414e-13,4.299216e-05,3.5526284e-07,0.99999964,3.6208194e-16,1.12113166e-13,1.2352989e-11,1.1085973e-08,0.9999999,3.3176883e-15,1.2402549e-07,2.2266845e-12
44,2,even,0.00055576407,0.9994404,9.3817105e-09,1.4158519e-08,3.8349967e-06,0.01573541,0.9840739,5.436061e-10,1.1803547e-08,0.00019074565,0.65933096,0.33898872,2.8264004e-08,2.3826653e-05,0.0016565028,2.224172e-12,1.0,1.4996532e-14,7.124939e-13,1.14438174e-08,3.3331813e-09,1.0,1.3963051e-12,5.152726e-12,3.462097e-08,0.0032094666,0.99678755,1.1254092e-08,4.984317e-08,3.000722e-06,1.1812564e-06,0.99968493,2.8789489e-09,5.6453006e-05,0.0002574667,6.058782e-09,0.99991,3.873307e-07,3.9290873e-05,5.0305913e-05
